runner_id,age,gender,previous_marathon_count,training_program,personal_best_minutes,weekly_mileage_km
R073896,47,Female,2,Intermediate,255,23.2
R007871,34,Male,3,Beginner,244,20
R094410,54,Female,2,Advanced,165,20
R001572,42,Male,3,Advanced,209,55.1
R010652,39,Female,0,Intermediate,,26.9
R020475,56,Female,1,Beginner,332,20.7
R050507,36,Female,2,Beginner,221,114.098107
R014299,47,Male,3,Beginner,267,21.2
R081117,40,Female,1,Intermediate,240,20
R041139,53,Male,0,Beginner,,32.1
R098737,51,Male,2,Intermediate,264,35.2
R071666,29,Male,3,Intermediate,168,20
R063595,42,Non-binary,1,Intermediate,255,32.6
R094620,56,Male,6,Beginner,290,20.4
R015052,35,Female,3,Beginner,320,20
R021751,30,Male,4,Beginner,281,20
R020669,19,Male,2,Intermediate,261,43.6
R060725,18,Male,3,Beginner,268,20
R069048,54,Male,0,Advanced,,20.3
R042687,56,Female,1,Advanced,247,29.4
R098796,19,Female,2,Advanced,185,33.8
R042093,26,Male,1,Beginner,277,20
R094785,62,Female,1,Advanced,258,20
R000583,36,Male,4,Beginner,308,42.8
R034577,46,Male,3,Advanced,229,20
R002832,58,Male,4,Beginner,248,20
R031002,42,Female,0,Beginner,,33.1
R040579,62,Female,0,Intermediate,,20
R045886,52,Female,4,Advanced,239,20
R069421,42,Female,2,Intermediate,246,20
R029756,26,Female,2,Intermediate,270,20
R092986,53,Male,0,Intermediate,,20
R089466,19,Male,1,Beginner,236,20
R017124,22,Male,1,Beginner,216,24.2
R050313,56,Male,4,Advanced,248,20
R001505,56,Male,1,Beginner,292,24.3
R066074,30,Male,1,Beginner,295,43.7
R056766,21,Male,1,Beginner,278,20
R060433,41,Male,1,Advanced,246,27
R045995,56,Female,4,Beginner,273,20
R013682,35,Male,3,Beginner,282,20
R030036,42,Female,2,Beginner,313,48.1
R006221,50,Male,3,Intermediate,260,25.5
R069510,48,Male,5,Advanced,230,51
R057392,32,Female,2,Intermediate,278,20
R099101,50,Male,4,Intermediate,256,35.4
R034136,63,Male,3,Intermediate,290,20
R033907,32,Female,0,Beginner,,20
R004632,44,Female,3,Beginner,264,20
R075806,18,Non-binary,3,Intermediate,246,20
R009478,62,Male,2,Beginner,249,24.5
R074268,27,Male,3,Intermediate,271,20
R056419,43,Female,2,Beginner,285,37
R006093,19,Female,2,Beginner,278,20
R058167,40,Male,1,Advanced,203,20
R063829,26,Female,1,Beginner,335,20
R017216,32,Male,1,Advanced,205,52.9
R052035,37,Male,3,Beginner,291,20
R027898,52,Female,3,Beginner,308,20
R093614,32,Female,2,Intermediate,249,39.8
R014005,65,Male,2,Beginner,253,20
R079743,53,Female,3,Advanced,254,20
R057509,42,Female,3,Intermediate,235,74
R052222,20,Male,1,Beginner,244,20
R046517,63,Male,0,Intermediate,,20
R022159,35,Male,4,Beginner,238,20
R012284,23,Male,3,Beginner,303,20
R042033,43,Male,1,Beginner,281,20
R089149,29,Female,2,Advanced,218,21.8
R046530,28,Male,4,Intermediate,240,108.3131316
R092042,46,Female,6,Intermediate,278,20
R093535,24,Female,1,Intermediate,231,20
R029219,45,Male,1,Intermediate,247,31.1
R093317,51,Male,3,Intermediate,260,20
R004377,51,Non-binary,0,Beginner,,24.2
R006480,22,Female,5,Intermediate,249,28.9
R058461,43,Female,2,Intermediate,273,42.7
R015393,47,Male,2,Beginner,274,20
R089237,42,Male,2,Beginner,279,20
R061933,18,Male,3,Advanced,217,20
R035572,39,Female,1,Intermediate,260,28.2
R088641,50,Female,3,Beginner,294,20
R092715,29,Female,3,Beginner,270,38.6
R078400,38,Female,1,Beginner,287,20
R023979,40,Male,4,Beginner,335,21.6
R085735,49,Male,2,Intermediate,266,109.4469775
R022503,27,Female,0,Beginner,,20
R004038,49,Female,2,Beginner,282,37
R008608,65,Female,2,Beginner,244,20
R060818,43,Female,0,Advanced,,24.5
R013158,57,Male,3,Intermediate,261,113.9842687
R048464,35,Male,0,Beginner,,25.5
R022037,65,Male,0,Intermediate,,20
R057254,39,Male,1,Intermediate,228,20
R094649,61,Female,1,Beginner,270,22
R053950,57,Male,2,Advanced,186,23.1
R033990,59,Female,3,Beginner,243,48.5
R048044,61,Female,5,Beginner,246,20
R033330,33,Male,3,Intermediate,280,20
R049088,24,Female,3,Advanced,235,23.4
R037581,38,Male,1,Intermediate,218,20
R051703,27,Female,0,Beginner,,108.4950688
R031478,64,Female,1,Intermediate,185,28.8
R099212,23,Female,4,Beginner,298,20
R005940,53,Non-binary,4,Beginner,298,20
R089249,32,Male,3,Beginner,251,20
R062108,49,Female,0,Advanced,,38.7
R024417,28,Female,1,Intermediate,224,56.3
R030001,44,Male,3,Advanced,220,51.9
R040443,22,Female,4,Beginner,234,40.8
R096527,62,Male,1,Advanced,218,20
R067723,36,Female,1,Intermediate,234,50.2
R004600,45,Female,1,Advanced,228,63.3
R007641,41,Female,2,Beginner,250,20
R014053,20,Male,4,Advanced,243,111.1592135
R042447,19,Female,0,Beginner,,34.1
R067041,46,Female,1,Beginner,265,20
R087777,49,Male,3,Beginner,257,20
R070625,58,Male,1,Beginner,286,20
R068171,64,Male,0,Advanced,,48.7
R065447,32,Female,3,Beginner,351,26.1
R073213,35,Male,2,Beginner,216,40.2
R027479,41,Male,2,Beginner,306,20
R039299,61,Female,1,Beginner,287,29.8
R091584,27,Female,3,Advanced,215,46.4
R099365,60,Female,0,Advanced,,71.5
R096237,62,Female,1,Beginner,277,25.2
R004352,64,Male,3,Intermediate,257,48
R064538,56,Male,2,Beginner,298,20
R071954,25,Male,2,Beginner,329,21.1
R058083,43,Female,1,Beginner,298,20
R087255,42,Female,2,Beginner,279,20
R062465,26,Female,2,Intermediate,244,20
R023252,63,Female,3,Beginner,276,25.1
R082051,48,Male,2,Beginner,241,23.3
R041975,31,Male,1,Intermediate,239,39
R040559,20,Male,2,Beginner,252,20
R095220,39,Male,4,Beginner,260,20
R098734,21,Non-binary,0,Beginner,,23.4
R027673,38,Female,1,Intermediate,258,27.8
R087198,50,Non-binary,3,Beginner,339,20
R037621,64,Male,1,Beginner,304,20
R069871,24,Male,2,Beginner,282,20
R049177,62,Female,1,Beginner,274,20
R093065,35,Male,3,Advanced,202,52.5
R018914,38,Female,3,Intermediate,243,20
R056554,55,Male,5,Intermediate,227,20.2
R008417,18,Non-binary,2,Beginner,234,20
R067847,49,Male,0,Advanced,,29.2
R028703,36,Male,1,Intermediate,254,30.3
R026359,34,Non-binary,0,Intermediate,,20
R094856,47,Male,1,Beginner,289,26.7
R024816,32,Female,3,Advanced,218,20
R035936,40,Female,1,Beginner,312,20
R039952,25,Female,1,Beginner,283,20
R071711,25,Female,2,Intermediate,229,20
R068733,30,Female,1,Beginner,308,26.4
R036935,20,Female,3,Advanced,187,24.5
R036651,61,Female,2,Beginner,273,20
R041721,44,Male,3,Beginner,294,39.8
R046454,18,Male,2,Advanced,223,31.1
R089751,56,Male,2,Intermediate,295,20
R036656,18,Male,6,Advanced,179,20.2
R015984,42,Female,1,Intermediate,281,27.2
R000410,49,Male,1,Beginner,314,20
R022059,22,Male,1,Beginner,275,20
R014666,31,Female,3,Beginner,261,30.4
R071596,58,Female,3,Advanced,226,28.8
R067456,53,Female,2,Beginner,275,20
R040361,62,Non-binary,3,Intermediate,260,34.3
R076775,47,Female,2,Beginner,325,20.3
R061415,24,Male,3,Intermediate,275,36.2
R084138,61,Female,1,Beginner,318,31.2
R054418,61,Male,0,Intermediate,,42.2
R085815,65,Male,1,Intermediate,228,20
R014023,44,Male,0,Beginner,,20
R053618,25,Male,0,Beginner,,20
R078363,42,Female,3,Beginner,285,21.5
R038972,28,Male,0,Advanced,,21
R007009,56,Female,2,Beginner,263,20
R035148,24,Female,3,Beginner,302,35.1
R026205,26,Male,2,Intermediate,212,20
R057636,18,Male,3,Intermediate,272,20
R033473,50,Male,2,Advanced,246,64.8
R062233,56,Female,3,Intermediate,230,20
R060682,65,Male,2,Beginner,297,50.9
R061652,21,Male,3,Beginner,245,20
R016456,64,Female,0,Beginner,,20
R065843,24,Male,3,Intermediate,302,42.1
R066332,38,Female,3,Advanced,204,20
R062990,29,Female,4,Beginner,305,20
R045455,55,Female,1,Intermediate,294,20
R011581,49,Male,1,Beginner,286,20
R037778,39,Female,0,Intermediate,,23.2
R002298,64,Male,2,Beginner,314,20
R065563,38,Non-binary,2,Intermediate,293,24
R006055,30,Male,3,Beginner,267,20
R097251,59,Female,3,Advanced,178,20
R077483,23,Male,1,Advanced,230,64.7
R057703,48,Female,1,Beginner,229,20
R037273,22,Female,2,Beginner,298,20
R003494,28,Female,4,Advanced,229,51.1
R055211,57,Female,2,Beginner,263,20
R054498,61,Male,3,Intermediate,235,23.2
R098800,42,Male,1,Intermediate,209,20
R005458,56,Female,1,Beginner,245,20
R084096,61,Male,4,Intermediate,226,35.6
R059058,22,Female,3,Beginner,269,52
R019919,58,Male,0,Beginner,,20
R064203,59,Male,2,Beginner,264,25.4
R047994,28,Female,0,Intermediate,,20
R075027,21,Female,4,Beginner,262,20
R066775,30,Male,4,Advanced,207,35.5
R000810,55,Male,3,Intermediate,228,20
R071201,32,Male,0,Beginner,,34
R025331,28,Male,2,Intermediate,285,33.5
R074326,42,Male,1,Beginner,272,20
R047500,49,Male,2,Beginner,270,20
R072172,25,Male,1,Beginner,337,20
R011679,61,Female,2,Intermediate,265,36.1
R003021,40,Male,4,Intermediate,208,20
R053924,61,Female,2,Intermediate,263,20
R055639,32,Female,5,Intermediate,223,20
R072942,51,Female,1,Intermediate,264,20
R072504,34,Female,1,Beginner,288,20
R075047,37,Female,1,Advanced,216,41.7
R061028,18,Male,2,Intermediate,267,24.2
R042529,59,Female,4,Beginner,274,20
R052865,47,Female,1,Intermediate,247,20
R028594,25,Female,2,Beginner,257,20
R097141,28,Female,1,Beginner,340,20
R052043,56,Male,0,Intermediate,,20
R037439,62,Female,1,Intermediate,241,21.5
R014333,35,Male,2,Beginner,275,53.7
R075639,31,Female,1,Intermediate,202,20
R046928,40,Female,0,Intermediate,,20
R078540,25,Female,4,Intermediate,194,47.6
R043700,63,Female,2,Beginner,295,20
R043501,29,Female,3,Intermediate,243,20
R074358,26,Male,1,Intermediate,258,20
R061516,42,Male,4,Beginner,281,34.2
R078997,34,Female,3,Beginner,216,20
R050964,20,Female,2,Beginner,286,36.5
R022485,50,Female,1,Beginner,277,20
R085428,30,Male,1,Beginner,280,20
R036309,60,Male,1,Beginner,236,20
R032956,37,Male,0,Advanced,,20
R064658,62,Female,1,Advanced,185,42.6
R009456,55,Male,0,Beginner,,20
R013784,23,Male,1,Beginner,315,29.6
R029846,35,Female,0,Beginner,,20.2
R093857,32,Female,5,Intermediate,261,38.6
R061893,19,Female,2,Beginner,297,20
R051171,52,Male,2,Intermediate,246,20
R069851,54,Male,1,Advanced,219,20
R080001,35,Male,4,Beginner,278,20
R045877,20,Female,3,Intermediate,214,28.7
R004953,46,Non-binary,3,Advanced,220,30.5
R009746,56,Female,1,Beginner,300,39.2
R032442,21,Male,1,Intermediate,273,20
R048130,31,Male,2,Intermediate,225,32.5
R086087,63,Male,1,Intermediate,245,29.1
R036933,48,Male,2,Beginner,274,36.9
R017229,55,Male,1,Advanced,234,31
R003959,26,Male,1,Intermediate,243,46.5
R052616,38,Male,2,Intermediate,263,20
R007616,65,Male,2,Beginner,286,20
R029651,38,Female,2,Beginner,306,27.6
R037000,42,Male,2,Intermediate,268,21.9
R036812,65,Male,2,Intermediate,234,20
R030219,40,Female,0,Beginner,,20
R092650,57,Male,2,Intermediate,248,20
R061530,46,Female,3,Intermediate,221,35
R086882,31,Female,0,Advanced,,28.7
R010933,33,Male,2,Beginner,283,37.7
R003802,19,Male,0,Intermediate,,20
R002542,30,Male,6,Intermediate,228,38.2
R081829,49,Male,2,Beginner,251,23
R008874,53,Male,0,Beginner,,38.7
R007385,47,Male,2,Advanced,230,115.699877
R045204,43,Female,2,Beginner,261,32.9
R029016,47,Female,2,Intermediate,233,20
R021583,38,Male,2,Beginner,280,20
R083649,45,Female,4,Intermediate,257,31.7
R013423,49,Female,4,Beginner,281,20
R029951,27,Female,1,Beginner,259,20
R022972,23,Female,4,Intermediate,226,25
R079791,20,Non-binary,3,Intermediate,256,24.7
R016113,43,Non-binary,3,Intermediate,293,20
R001334,47,Male,1,Intermediate,252,20
R024882,42,Female,2,Intermediate,258,39.5
R043935,40,Non-binary,2,Beginner,243,20
R056666,61,Male,0,Advanced,,37.3
R074432,18,Male,0,Beginner,,20
R034552,33,Male,2,Beginner,251,115.180372
R001233,39,Female,1,Intermediate,268,20
R065485,50,Female,1,Beginner,225,20
R033875,19,Female,1,Intermediate,199,45.5
R015435,51,Male,4,Intermediate,258,23.3
R039414,23,Male,2,Beginner,272,20
R051026,50,Male,3,Beginner,227,20
R075327,41,Female,2,Beginner,301,20
R023966,38,Female,1,Beginner,266,25
R018676,35,Female,2,Beginner,283,20
R082396,47,Male,1,Beginner,257,20
R000247,37,Male,4,Beginner,272,20
R075090,22,Male,4,Intermediate,224,28.2
R030654,29,Male,3,Beginner,318,24.9
R079034,46,Male,0,Beginner,,20
R063239,31,Male,2,Intermediate,235,31.2
R019241,46,Male,6,Beginner,267,21.4
R003815,51,Female,3,Beginner,231,24
R084634,24,Male,1,Intermediate,279,29.6
R094987,23,Male,3,Advanced,184,49.9
R055059,33,Male,1,Beginner,252,20
R055240,55,Female,2,Beginner,297,20.3
R030773,54,Female,2,Intermediate,246,20
R031851,34,Male,1,Beginner,313,20
R093216,57,Female,4,Intermediate,251,20
R078564,37,Male,2,Intermediate,222,23.8
R066652,58,Male,2,Beginner,263,20
R078457,21,Female,2,Beginner,280,25.1
R059246,35,Female,0,Beginner,,20
R021664,32,Male,1,Beginner,267,28.6
R064483,27,Male,1,Beginner,261,20
R083132,43,Male,1,Beginner,252,20
R089608,37,Female,4,Beginner,285,20
R097735,58,Male,2,Beginner,282,31.3
R028139,48,Male,3,Intermediate,249,32.9
R027018,42,Female,1,Beginner,298,26.7
R099744,29,Male,3,Beginner,325,28.8
R007595,53,Male,1,Beginner,263,20
R052408,22,Male,0,Beginner,,20
R046610,22,Female,1,Beginner,244,34
R068138,32,Female,1,Advanced,263,20
R026938,58,Female,3,Beginner,249,20
R015012,36,Non-binary,0,Beginner,,23.5
R012725,52,Male,5,Intermediate,271,20
R053520,30,Male,3,Advanced,193,22.6
R057838,24,Female,2,Beginner,297,20
R095875,21,Female,2,Beginner,262,20
R066816,44,Male,3,Intermediate,302,20
R088801,55,Non-binary,3,Beginner,265,20
R079782,61,Female,4,Beginner,284,20
R014359,21,Female,6,Beginner,276,41.9
R054372,18,Female,1,Advanced,221,119.9603158
R033879,55,Male,2,Intermediate,264,20
R052437,44,Male,1,Intermediate,241,20
R022746,61,Female,1,Intermediate,254,30.8
R030024,36,Male,0,Intermediate,,21.8
R020878,46,Female,4,Intermediate,262,28.6
R033394,64,Male,0,Beginner,,20
R030476,33,Male,3,Intermediate,280,67.5
R061948,21,Female,2,Beginner,303,20
R039533,57,Female,1,Advanced,236,28.8
R080468,51,Male,3,Advanced,236,33.5
R005761,27,Female,2,Beginner,261,20
R084170,21,Female,1,Beginner,288,20
R079903,52,Male,1,Beginner,269,44.1
R014642,49,Male,0,Beginner,,35.1
R095455,26,Female,0,Advanced,,49.2
R049488,58,Female,5,Intermediate,219,20
R080113,25,Female,2,Beginner,252,26.7
R006089,44,Female,3,Intermediate,259,20
R075415,30,Male,2,Intermediate,230,20.3
R066793,36,Female,1,Beginner,272,37.2
R080934,52,Male,2,Advanced,221,102.2044257
R080775,43,Female,2,Intermediate,261,20
R054390,46,Male,5,Beginner,282,20
R058903,41,Male,3,Beginner,232,44.1
R011918,43,Female,6,Advanced,236,53.9
R061369,57,Female,1,Beginner,333,20.8
R032463,46,Female,3,Intermediate,244,20
R009831,41,Male,4,Beginner,272,20
R037289,32,Male,2,Intermediate,250,20
R071820,29,Non-binary,1,Beginner,277,33.2
R030753,34,Male,4,Advanced,217,43.9
R094310,57,Male,2,Beginner,222,20
R093058,32,Female,7,Advanced,213,20
R022469,44,Male,2,Intermediate,237,20
R061182,36,Male,1,Intermediate,246,20
R000056,64,Male,3,Intermediate,254,45.1
R010128,51,Male,1,Beginner,304,20
R090865,24,Female,1,Beginner,267,20
R034606,60,Female,5,Advanced,222,20
R073878,19,Non-binary,2,Beginner,340,20
R053449,41,Male,1,Intermediate,254,57.1
R055403,26,Male,3,Advanced,213,20
R075633,28,Female,3,Advanced,235,20
R049306,54,Male,3,Beginner,259,20
R082680,40,Male,1,Beginner,248,26.7
R026194,32,Male,1,Beginner,276,20
R021244,43,Male,6,Intermediate,254,44.9
R016849,47,Female,0,Beginner,,26.4
R056700,46,Male,1,Beginner,260,25.5
R008518,60,Female,2,Intermediate,265,20
R007761,59,Female,4,Beginner,290,116.3569936
R095498,27,Male,1,Beginner,322,39.9
R016285,35,Female,3,Beginner,274,20
R011224,48,Female,2,Beginner,275,20
R029664,24,Female,3,Beginner,329,20
R032485,31,Female,2,Beginner,303,39.4
R055787,22,Male,2,Beginner,306,42.1
R026792,22,Male,2,Beginner,313,41.7
R087546,39,Female,2,Beginner,283,21.2
R098944,56,Female,1,Beginner,259,20
R061178,40,Male,0,Beginner,,32.1
R017031,61,Male,2,Intermediate,288,20
R003549,40,Male,1,Beginner,282,20
R059868,40,Male,1,Beginner,279,32.1
R068929,23,Male,0,Beginner,,53.4
R024678,36,Male,2,Advanced,219,41.7
R010551,33,Female,0,Beginner,,20
R022162,50,Male,2,Intermediate,259,54.2
R039775,52,Non-binary,1,Beginner,308,20
R020473,51,Female,3,Beginner,333,20
R089329,50,Male,4,Intermediate,281,20
R015522,32,Non-binary,0,Beginner,,20
R024953,19,Male,1,Beginner,293,34.6
R051694,30,Female,2,Beginner,298,38.9
R054582,65,Female,1,Intermediate,279,20
R029129,28,Male,2,Beginner,263,36.9
R020450,40,Non-binary,0,Advanced,,28.4
R024612,26,Male,0,Intermediate,,26.5
R085383,39,Female,3,Advanced,280,29.8
R054421,44,Male,1,Beginner,279,20
R047694,54,Male,3,Beginner,282,20
R039000,42,Female,0,Beginner,,56.3
R002882,41,Male,2,Beginner,312,20
R022179,61,Female,0,Beginner,,20
R009148,31,Male,0,Beginner,,20
R052150,28,Female,1,Advanced,227,20
R048854,60,Male,0,Advanced,,20
R054438,31,Male,1,Beginner,268,20
R012769,21,Female,1,Beginner,288,28.1
R010501,63,Female,3,Beginner,234,20.8
R052768,51,Female,2,Beginner,321,38
R006533,18,Male,2,Intermediate,274,43.5
R068990,37,Female,0,Beginner,,40.2
R016082,61,Male,1,Beginner,341,20
R037955,64,Female,0,Beginner,,20
R020536,38,Female,2,Beginner,303,24
R039170,36,Female,2,Advanced,228,20
R023400,44,Male,3,Beginner,261,20
R053222,23,Male,1,Beginner,276,26.5
R047527,50,Female,4,Advanced,195,25.3
R035561,23,Male,4,Beginner,277,34.1
R088897,42,Female,1,Advanced,201,20
R031779,48,Male,4,Beginner,247,33.3
R000831,37,Male,0,Intermediate,,23.3
R072787,32,Female,0,Beginner,,39.9
R070406,18,Female,1,Beginner,342,24.8
R067178,53,Female,1,Intermediate,271,52.7
R059358,33,Female,2,Beginner,252,27.1
R054145,50,Female,3,Intermediate,254,27
R001908,55,Female,1,Intermediate,220,29.5
R087938,65,Male,1,Intermediate,241,24.2
R058275,43,Male,1,Beginner,283,22.7
R088439,34,Male,3,Beginner,274,116.1469446
R048601,33,Female,3,Advanced,208,61.1
R072782,52,Male,2,Intermediate,262,20
R009354,64,Female,3,Beginner,249,33.3
R019502,26,Female,4,Beginner,327,20
R050166,64,Male,4,Beginner,319,20
R029612,42,Male,2,Intermediate,311,48
R046325,58,Non-binary,1,Intermediate,235,20
R041103,49,Female,3,Intermediate,243,42
R070783,25,Male,0,Beginner,,58.5
R091817,26,Female,3,Beginner,312,27.1
R021754,26,Male,0,Intermediate,,20
R041102,50,Female,3,Intermediate,264,20
R021222,30,Male,2,Beginner,285,20
R034588,42,Female,2,Beginner,238,29.4
R065411,22,Female,1,Beginner,342,22.6
R014574,26,Male,4,Beginner,295,20
R043886,19,Male,1,Advanced,178,35.1
R062272,53,Male,2,Advanced,264,107.7149723
R007146,53,Female,2,Intermediate,246,23.8
R086237,38,Male,2,Intermediate,233,47.7
R055962,21,Female,2,Intermediate,280,47.2
R080972,32,Male,1,Advanced,227,20
R083391,54,Female,1,Beginner,266,20
R057310,57,Male,2,Beginner,280,20
R033438,61,Male,1,Beginner,272,20
R083730,21,Female,0,Intermediate,,20
R083986,23,Male,0,Beginner,,36.4
R077145,41,Male,1,Advanced,248,27.6
R081672,65,Non-binary,0,Beginner,,20
R021773,41,Male,1,Beginner,266,33.3
R030328,36,Male,3,Intermediate,272,61.3
R007027,39,Female,1,Beginner,275,20
R090945,36,Female,3,Intermediate,233,20
R047224,61,Male,3,Beginner,243,31.7
R089105,63,Non-binary,1,Beginner,289,25.1
R012904,24,Female,3,Intermediate,229,20
R021454,25,Female,3,Advanced,190,20
R044997,62,Female,0,Advanced,,68.9
R094340,36,Male,3,Advanced,161,20
R042045,40,Female,1,Intermediate,264,32.5
R017319,52,Female,3,Beginner,242,20
R044006,37,Female,1,Beginner,276,20.6
R067545,46,Female,1,Intermediate,313,20
R001547,49,Female,0,Intermediate,,38.8
R055555,32,Male,5,Beginner,290,20
R031608,57,Male,1,Advanced,253,20
R044447,48,Female,4,Beginner,253,21.4
R071178,54,Female,0,Intermediate,,21.3
R044675,63,Male,0,Beginner,,20
R019665,61,Male,2,Intermediate,239,20
R000386,65,Female,4,Advanced,245,20
R002141,25,Female,1,Beginner,307,20
R048858,58,Female,2,Beginner,313,20
R099379,27,Female,3,Beginner,284,22.2
R018621,61,Male,6,Beginner,257,20
R080298,33,Male,3,Intermediate,241,20
R077364,62,Female,1,Beginner,286,20
R009538,29,Female,3,Beginner,255,20
R085457,39,Female,1,Advanced,206,37.5
R088967,48,Male,1,Beginner,223,20
R015867,30,Male,3,Beginner,321,20
R085344,52,Male,1,Advanced,221,20
R024967,60,Female,4,Intermediate,277,20
R087995,19,Male,1,Beginner,256,20
R006304,28,Female,2,Intermediate,272,21
R009026,54,Male,4,Beginner,243,20
